Opened,Name,City,State,City,Address
6/13/2008,Kamp Washington,Fairfax,Virginia,NorthernVirginia,"Kamp Washington, Fairfax, Virginia"
6/13/2008,Veterans & Massachusetts,Kenner,Louisiana,NewOrleans,"Veterans & Massachusetts, Kenner, Louisiana"
6/12/2008,"Derby, New Haven Ave",Derby,Connecticut,SouthernConnecticut,"Derby, New Haven Ave, Derby, Connecticut"
6/6/2008,Adrian - Hwy 23 & Division,Adrian,Michigan,MichiganRemoteMarkets,"Adrian - Hwy 23 & Division, Adrian, Michigan"
6/6/2008,"Bourne, Rt. 6",Bourne,Massachusetts,CapeCod,"Bourne, Rt. 6, Bourne, Massachusetts"
6/6/2008,Empire State Building,New York,NewYork,NewYorkCity,"Empire State Building, New York, NewYork"
6/6/2008,132nd & Meridian- Puyallup,Puyallup,Washington,Tacoma,"132nd & Meridian- Puyallup, Puyallup, Washington"
6/6/2008,Hwy 507 & Creek St SE- Yelm,Yelm,Washington,Tacoma,"Hwy 507 & Creek St SE- Yelm, Yelm, Washington"
6/6/2008,1730 W Fullerton - Riverpoint Cntr,Chicago,Illinois,Chicagoland,"1730 W Fullerton - Riverpoint Cntr, Chicago, Illinois"
6/6/2008,Rte 12 & Hartigan - Volo,Volo,Illinois,Chicagoland,"Rte 12 & Hartigan - Volo, Volo, Illinois"
6/6/2008,US 259 & Hawkins,Longview,Texas,RemoteMarkets,"US 259 & Hawkins, Longview, Texas"
6/5/2008,"Lakewood, NJ",Lakewood,NewJersey,,"Lakewood, NJ, Lakewood, NewJersey"
6/5/2008,Genco Place,Calgary,Alberta,Calgary,"Genco Place, Calgary, Alberta"
6/1/2008,Mission Heights,Grande Prairie,Alberta,AlbertaRemoteMarkets,"Mission Heights, Grande Prairie, Alberta"
5/30/2008,I 30 & Horizon,Rockwall,Texas,DallasFortWorth,"I 30 & Horizon, Rockwall, Texas"
5/30/2008,"600 South & 200 West, SLC",Salt Lake City,Utah,,"600 South & 200 West, SLC, Salt Lake City, Utah"
5/30/2008,"El Monte Way & Monte Vista, Dinuba",Dinuba,California,CentralValley,"El Monte Way & Monte Vista, Dinuba, Dinuba, California"
5/30/2008,Pflugerville Loop & FM 685,Pflugerville,Texas,Austin,"Pflugerville Loop & FM 685, Pflugerville, Texas"
5/30/2008,Victory Dr @ Skidaway Rd,Savannah,Georgia,Savannah,"Victory Dr @ Skidaway Rd, Savannah, Georgia"
5/29/2008,Madison & I-80 DTO,Sacramento,California,Sacramento,"Madison & I-80 DTO, Sacramento, California"
5/26/2008,15 Depot Court,Saint John,NewBrunswick,,"15 Depot Court, Saint John, NewBrunswick"
5/24/2008,Park & Sheen,St. Petersburg,Florida,Tampa,"Park & Sheen, St. Petersburg, Florida"
5/24/2008,NW 136th Ave & I-595,Sunrise,Florida,BrowardCounty,"NW 136th Ave & I-595, Sunrise, Florida"
5/23/2008,Industrial & Howard,San Carlos,California,SanMateoCounty,"Industrial & Howard, San Carlos, California"
5/23/2008,Martinazzi Square - Tualatin,Tualatin,Oregon,Portland,"Martinazzi Square - Tualatin, Tualatin, Oregon"
5/23/2008,"19th Ave. & Baseline, Phoenix",Phoenix,Arizona,Phoenix,"19th Ave. & Baseline, Phoenix, Phoenix, Arizona"
5/23/2008,Albany Shaker Rd and Wolf Rd,Albany,NewYork,Albany,"Albany Shaker Rd and Wolf Rd, Albany, NewYork"
5/23/2008,Kirk & Butterfield,Aurora,Illinois,Chicagoland,"Kirk & Butterfield, Aurora, Illinois"
5/23/2008,Romeoville-Weber & Airport,Romeoville,Illinois,Chicagoland,"Romeoville-Weber & Airport, Romeoville, Illinois"
5/23/2008,"Power & Broadway, Mesa",Mesa,Arizona,Phoenix,"Power & Broadway, Mesa, Mesa, Arizona"
5/23/2008,US 101 & E Main,Santa Maria,California,CentralCoast,"US 101 & E Main, Santa Maria, California"
5/22/2008,118th & Frederick Douglas Blvd.,New York,NewYork,NewYorkCity,"118th & Frederick Douglas Blvd., New York, NewYork"
5/22/2008,Yonge & Dundas,Toronto,Ontario,Toronto,"Yonge & Dundas, Toronto, Ontario"
5/20/2008,Pleasant Hill Rd & Cypress Pkwy,Poinciana,Florida,Orlando,"Pleasant Hill Rd & Cypress Pkwy, Poinciana, Florida"
5/19/2008,Kitty Hawk,Kitty Hawk,NorthCarolina,NorthCarolinaRemoteMarkets,"Kitty Hawk, Kitty Hawk, NorthCarolina"
5/19/2008,Owens & 16th,San Francisco,California,SanFrancisco,"Owens & 16th, San Francisco, California"
5/17/2008,Eau Gallie & US 1,Melbourne,Florida,TreasureCoast,"Eau Gallie & US 1, Melbourne, Florida"
5/16/2008,I 45 & Rowlett,Houston,Texas,Houston,"I 45 & Rowlett, Houston, Texas"
5/16/2008,King & Peter,Toronto,Ontario,Toronto,"King & Peter, Toronto, Ontario"
5/16/2008,Nine Mile & Pine Forest,Pensacola,Florida,Panhandle,"Nine Mile & Pine Forest, Pensacola, Florida"
5/16/2008,"N. Conway, White Mountain Hwy",North Conway,NewHampshire,,"N. Conway, White Mountain Hwy, North Conway, NewHampshire"
5/16/2008,Woodlands Pkwy & FM 2978,The Woodlands,Texas,Houston,"Woodlands Pkwy & FM 2978, The Woodlands, Texas"
5/15/2008,Landstown Commons,Virginia Beach,Virginia,ChesapeakeBayRegion,"Landstown Commons, Virginia Beach, Virginia"
5/10/2008,US 1 & SW 312th St,Homestead,Florida,Miami,"US 1 & SW 312th St, Homestead, Florida"
5/9/2008,FM 1764 & Hwy 146,Texas City,Texas,Houston,"FM 1764 & Hwy 146, Texas City, Texas"
5/9/2008,"1999 Pacific Ave- Woodland, WA",Woodland,Washington,SouthwesternWashington,"1999 Pacific Ave- Woodland, WA, Woodland, Washington"
5/9/2008,136th & Colorado- Thornton,Thornton,Colorado,Denver,"136th & Colorado- Thornton, Thornton, Colorado"
5/9/2008,"Azusa & Amar, West Covina",West Covina,California,LosAngeles,"Azusa & Amar, West Covina, West Covina, California"
5/9/2008,Beach & Garfield,Huntington Beach,California,OrangeCounty,"Beach & Garfield, Huntington Beach, California"
5/9/2008,"Hanover, Washington St",Hanover,Massachusetts,Boston,"Hanover, Washington St, Hanover, Massachusetts"
5/9/2008,Sunrise Mall,Massapequa,NewYork,LongIsland,"Sunrise Mall, Massapequa, NewYork"
5/9/2008,Wilmington Crossing,Wilmington,Massachusetts,Boston,"Wilmington Crossing, Wilmington, Massachusetts"
5/8/2008,Bethlehem,Bethlehem,Pennsylvania,PennsylvaniaRemoteMarkets,"Bethlehem, Bethlehem, Pennsylvania"
5/8/2008,Ella & 43rd,Houston,Texas,Houston,"Ella & 43rd, Houston, Texas"
5/8/2008,Hampton Market,Edmonton,Alberta,Edmonton,"Hampton Market, Edmonton, Alberta"
5/8/2008,Dobbs Ferry,Dobbs Ferry,NewYork,WestchesterCounty,"Dobbs Ferry, Dobbs Ferry, NewYork"
5/8/2008,Charleswood,Winnipeg,Manitoba,,"Charleswood, Winnipeg, Manitoba"
5/8/2008,Bonnyview & Eastside - Redding,Redding,California,NorthernCalifornia,"Bonnyview & Eastside - Redding, Redding, California"
5/8/2008,Northills SC - Kamloops,Kamloops,BritishColumbia,EasternBritishColumbia,"Northills SC - Kamloops, Kamloops, BritishColumbia"
5/5/2008,Main & Bernal,Salinas,California,CentralCoast,"Main & Bernal, Salinas, California"
5/2/2008,Lake Pleasant & Happy Valley,Peoria,Arizona,Phoenix,"Lake Pleasant & Happy Valley, Peoria, Arizona"
5/2/2008,"Alpine & South Grade, Alpine",Alpine,California,SanDiego,"Alpine & South Grade, Alpine, Alpine, California"
5/2/2008,Hwy 64 & Loop 323,Tyler,Texas,RemoteMarkets,"Hwy 64 & Loop 323, Tyler, Texas"
5/2/2008,Auburn Way & 15th- Auburn,Auburn,Washington,Tacoma,"Auburn Way & 15th- Auburn, Auburn, Washington"
5/2/2008,Powell & Sutter,San Francisco,California,SanFrancisco,"Powell & Sutter, San Francisco, California"
5/1/2008,"Franklin, NJ",Franklin,NewJersey,,"Franklin, NJ, Franklin, NewJersey"
5/1/2008,Jeanne Mance & Ste-Catherine,Montreal,Quebec,Montreal,"Jeanne Mance & Ste-Catherine, Montreal, Quebec"
4/29/2008,Montgomery Hwy & Braddock,Birmingham,Alabama,Birmingham,"Montgomery Hwy & Braddock, Birmingham, Alabama"
4/28/2008,SR 535 & Vistana Centre,Orlando,Florida,Orlando,"SR 535 & Vistana Centre, Orlando, Florida"
4/26/2008,Federal Hwy & Young Circle,Hollywood,Florida,BrowardCounty,"Federal Hwy & Young Circle, Hollywood, Florida"
4/25/2008,Casino & Evergreen,Everett,Washington,Seattle,"Casino & Evergreen, Everett, Washington"
4/25/2008,301 Rehoboth Ave.,Rehoboth Beach,Delaware,,"301 Rehoboth Ave., Rehoboth Beach, Delaware"
4/25/2008,"104th & Tower, Commerce City",Commerce City,Colorado,Denver,"104th & Tower, Commerce City, Commerce City, Colorado"
4/24/2008,761 Bay Street,Toronto,Ontario,Toronto,"761 Bay Street, Toronto, Ontario"
4/24/2008,Bentall 4 - Burrard & Dunsmuir,Vancouver,BritishColumbia,Vancouver,"Bentall 4 - Burrard & Dunsmuir, Vancouver, BritishColumbia"
4/24/2008,Main St & 2nd Ave - Whitehorse,Whitehorse,YukonTerritory,,"Main St & 2nd Ave - Whitehorse, Whitehorse, YukonTerritory"
4/24/2008,Pompton Lakes,Pompton Lakes,NewJersey,,"Pompton Lakes, Pompton Lakes, NewJersey"
4/24/2008,Oak Street & 67th Avenue,Vancouver,BritishColumbia,Vancouver,"Oak Street & 67th Avenue, Vancouver, BritishColumbia"
4/19/2008,"I-25 & Hwy 52, Frederick",Frederick,Colorado,Denver,"I-25 & Hwy 52, Frederick, Frederick, Colorado"
4/19/2008,5711 NW 7th St,Miami,Florida,Miami,"5711 NW 7th St, Miami, Florida"
4/19/2008,Biscayne Blvd & 30th,Miami,Florida,Miami,"Biscayne Blvd & 30th, Miami, Florida"
4/18/2008,I-405 & NE 44th- Renton,Renton,Washington,Seattle,"I-405 & NE 44th- Renton, Renton, Washington"
4/18/2008,FM 1488 & FM 2978,Magnolia,Texas,Houston,"FM 1488 & FM 2978, Magnolia, Texas"
4/18/2008,Bay Road & Tittabawassee,Saginaw,Michigan,MichiganRemoteMarkets,"Bay Road & Tittabawassee, Saginaw, Michigan"
4/18/2008,Saratoga & Staples,Corpus Christi,Texas,RemoteMarkets,"Saratoga & Staples, Corpus Christi, Texas"
4/17/2008,"17310 Leslie St, Bldg A, Unit A",Newmarket,Ontario,Toronto,"17310 Leslie St, Bldg A, Unit A, Newmarket, Ontario"
4/16/2008,Daisy Mountain & Gavilan Peak,Anthem,Arizona,Phoenix,"Daisy Mountain & Gavilan Peak, Anthem, Arizona"
4/14/2008,N Kingstown Crossing,N Kingstown,RhodeIsland,,"N Kingstown Crossing, N Kingstown, RhodeIsland"
4/12/2008,Barnes & Murrell,Rockledge,Florida,TreasureCoast,"Barnes & Murrell, Rockledge, Florida"
4/11/2008,Hwy 83 & Westgate,Weslaco,Texas,RemoteMarkets,"Hwy 83 & Westgate, Weslaco, Texas"
4/11/2008,"Groton, Rte. 1",Groton,Connecticut,SouthernConnecticut,"Groton, Rte. 1, Groton, Connecticut"
4/10/2008,Beltway 8 & Wallisville,Houston,Texas,Houston,"Beltway 8 & Wallisville, Houston, Texas"
4/8/2008,35 First Commerce Dr,Aurora,Ontario,Toronto,"35 First Commerce Dr, Aurora, Ontario"
4/5/2008,Gateway Blvd & Congress,Boynton Beach,Florida,PalmBeachCounty,"Gateway Blvd & Congress, Boynton Beach, Florida"
4/5/2008,Pines Blvd & 96th,Pembroke Pines,Florida,BrowardCounty,"Pines Blvd & 96th, Pembroke Pines, Florida"
4/5/2008,SR-105 & Lake Conroe,Montgomery,Texas,Houston,"SR-105 & Lake Conroe, Montgomery, Texas"
4/4/2008,Hulen & Ledgestone,Ft Worth,Texas,DallasFortWorth,"Hulen & Ledgestone, Ft Worth, Texas"
4/4/2008,Springfield-6th & Stevenson,Springfield,Illinois,IllinoisRemoteMarkets,"Springfield-6th & Stevenson, Springfield, Illinois"
4/3/2008,Alum Rock & White,San Jose,California,SantaClaraCounty,"Alum Rock & White, San Jose, California"
4/1/2008,191 Kenmount Rd,St. Johns,Newfoundland,,"191 Kenmount Rd, St. Johns, Newfoundland"
3/29/2008,Bradley Park & Belfast,Columbus,Georgia,GeorgiaRemoteMarkets,"Bradley Park & Belfast, Columbus, Georgia"
3/28/2008,Armitage & Hoyne - Bucktown,Chicago,Illinois,Chicagoland,"Armitage & Hoyne - Bucktown, Chicago, Illinois"
3/28/2008,Arlington & Streeter,Riverside,California,RiversideSanBernardinoCounty,"Arlington & Streeter, Riverside, California"
3/28/2008,Hwy 83 & Tyler,Harlingen,Texas,RemoteMarkets,"Hwy 83 & Tyler, Harlingen, Texas"
3/28/2008,"Arroyo & Fillmore, Pasadena",Pasadena,California,LosAngeles,"Arroyo & Fillmore, Pasadena, Pasadena, California"
3/28/2008,Montclair & Elder,Birmingham,Alabama,Birmingham,"Montclair & Elder, Birmingham, Alabama"
3/27/2008,Houston Premium Outlets,Cypress,Texas,Houston,"Houston Premium Outlets, Cypress, Texas"
3/27/2008,201 Portage Ave,Winnipeg,Manitoba,,"201 Portage Ave, Winnipeg, Manitoba"
3/27/2008,Gorge Shopping Centre,Saanich,BritishColumbia,VancouverIsland,"Gorge Shopping Centre, Saanich, BritishColumbia"
3/27/2008,1331 Main Street,North Vancouver,BritishColumbia,Vancouver,"1331 Main Street, North Vancouver, BritishColumbia"
3/27/2008,"Northvale, NJ",Northvale,NewJersey,,"Northvale, NJ, Northvale, NewJersey"
3/22/2008,"Cuyahoga Falls, Howe Street",Cuyahoga Falls,Ohio,Akron,"Cuyahoga Falls, Howe Street, Cuyahoga Falls, Ohio"
3/22/2008,Walsingham & 137th,Largo,Florida,Tampa,"Walsingham & 137th, Largo, Florida"
3/22/2008,Peachtree Ind & S Old Peachtree,Norcross,Georgia,Atlanta,"Peachtree Ind & S Old Peachtree, Norcross, Georgia"
3/21/2008,Lee Heights Shops,Arlington,Virginia,NorthernVirginia,"Lee Heights Shops, Arlington, Virginia"
3/21/2008,Midland & McNicoll,Toronto,Ontario,Toronto,"Midland & McNicoll, Toronto, Ontario"
3/21/2008,71st & Binford,Indianapolis,Indiana,Indianapolis,"71st & Binford, Indianapolis, Indiana"
3/21/2008,Academy and Tramway-Albuquerque,Albuquerque,NewMexico,Albuquerque,"Academy and Tramway-Albuquerque, Albuquerque, NewMexico"
3/21/2008,1819 Mt. Rushmore Rd,Rapid City,SouthDakota,,"1819 Mt. Rushmore Rd, Rapid City, SouthDakota"
3/21/2008,The Concord,Arlington,Virginia,NorthernVirginia,"The Concord, Arlington, Virginia"
3/21/2008,Southfield Rd & Dix Hwy,Lincoln Park,Michigan,Detroit,"Southfield Rd & Dix Hwy, Lincoln Park, Michigan"
3/20/2008,Cedar Hills-96th & 128th,Surrey,BritishColumbia,Vancouver,"Cedar Hills-96th & 128th, Surrey, BritishColumbia"
3/20/2008,Cooper & Hwy 101,Crescent City,California,NorthernCalifornia,"Cooper & Hwy 101, Crescent City, California"
3/20/2008,158 Locke St S,Hamilton,Ontario,Toronto,"158 Locke St S, Hamilton, Ontario"
3/20/2008,Grove Point,Jersey City,NewJersey,,"Grove Point, Jersey City, NewJersey"
3/19/2008,Main & Hwy 99 - Turlock,Turlock,California,ModestoStockton,"Main & Hwy 99 - Turlock, Turlock, California"
3/15/2008,Sepulveda & 89th,Westchester,California,LosAngeles,"Sepulveda & 89th, Westchester, California"
3/15/2008,NW 79th Ave & NW 25th St,Doral,Florida,Miami,"NW 79th Ave & NW 25th St, Doral, Florida"
3/14/2008,Keizer Station - Keizer,Keizer,Oregon,WestCentralOregon,"Keizer Station - Keizer, Keizer, Oregon"
3/14/2008,Hwy 121 & Watters,Allen,Texas,DallasFortWorth,"Hwy 121 & Watters, Allen, Texas"
3/14/2008,"Beverly, 242 Elliott St",Beverly,Massachusetts,Boston,"Beverly, 242 Elliott St, Beverly, Massachusetts"
3/14/2008,Parham & Staples,Richmond,Virginia,Richmond,"Parham & Staples, Richmond, Virginia"
3/14/2008,Queensgate & Duportail,W. Richland,Washington,SoutheasternWashington,"Queensgate & Duportail, W. Richland, Washington"
3/14/2008,"Oakvale Road, Princeton",Princeton,WestVirginia,,"Oakvale Road, Princeton, Princeton, WestVirginia"
3/14/2008,"Whittier & Passons, Pico Rivera",Pico Rivera,California,LosAngeles,"Whittier & Passons, Pico Rivera, Pico Rivera, California"
3/14/2008,Troy & Governor`s Pkwy,Edwardsville,Illinois,GreaterStLouis,"Troy & Governor`s Pkwy, Edwardsville, Illinois"
3/13/2008,85th St & 9th Ave SW,Calgary,Alberta,Calgary,"85th St & 9th Ave SW, Calgary, Alberta"
3/13/2008,"March & West, Stockton",Stockton,California,ModestoStockton,"March & West, Stockton, Stockton, California"
3/10/2008,Bear Lake Rd & SR 436,Apopka,Florida,Orlando,"Bear Lake Rd & SR 436, Apopka, Florida"
3/10/2008,"820 Ocean Beach Hwy-Longview, WA",Longview,Washington,SouthwesternWashington,"820 Ocean Beach Hwy-Longview, WA, Longview, Washington"
3/10/2008,"Yonkers, Bronx River Road",Yonkers,NewYork,WestchesterCounty,"Yonkers, Bronx River Road, Yonkers, NewYork"
3/8/2008,Harbison Rd & Columbiana,Columbia,SouthCarolina,Columbia,"Harbison Rd & Columbiana, Columbia, SouthCarolina"
3/8/2008,2645 SW 22nd St,Miami,Florida,Miami,"2645 SW 22nd St, Miami, Florida"
3/8/2008,Colonial Blvd & Forum Blvd,Ft Myers,Florida,Naples,"Colonial Blvd & Forum Blvd, Ft Myers, Florida"
3/7/2008,Hollywood Way & Airport Access,Burbank,California,LosAngeles,"Hollywood Way & Airport Access, Burbank, California"
3/7/2008,"Cornelius Pass & Butler, Hillsboro",Hillsboro,Oregon,Portland,"Cornelius Pass & Butler, Hillsboro, Hillsboro, Oregon"
3/7/2008,127th & Antioch,Overland Park,Kansas,KansasCityKansas,"127th & Antioch, Overland Park, Kansas"
3/6/2008,2509 Prince Michael Dr,Oakville,Ontario,Toronto,"2509 Prince Michael Dr, Oakville, Ontario"
3/6/2008,Regent Avenue,Winnipeg,Manitoba,,"Regent Avenue, Winnipeg, Manitoba"
3/3/2008,Fulton & Cottage,Sacramento,California,Sacramento,"Fulton & Cottage, Sacramento, California"
3/3/2008,"Dysart & McDowell, Goodyear",Goodyear,Arizona,Phoenix,"Dysart & McDowell, Goodyear, Goodyear, Arizona"
3/1/2008,"Jericho Tpke, Commack",Commack,NewYork,LongIsland,"Jericho Tpke, Commack, Commack, NewYork"
2/29/2008,Mayfair & Center,Wauwatosa,Wisconsin,Milwaukee,"Mayfair & Center, Wauwatosa, Wisconsin"
2/29/2008,Des Plaines-Oakton & Lee,Des Plaines,Illinois,Chicagoland,"Des Plaines-Oakton & Lee, Des Plaines, Illinois"
2/29/2008,Lapeer Rd & Demille,Lapeer,Michigan,MichiganRemoteMarkets,"Lapeer Rd & Demille, Lapeer, Michigan"
2/29/2008,37th & Grand,Spokane,Washington,Spokane,"37th & Grand, Spokane, Washington"
2/29/2008,Wilshire & Bixel,Los Angeles,California,LosAngeles,"Wilshire & Bixel, Los Angeles, California"
2/28/2008,4th & Bayswater,Vancouver,BritishColumbia,Vancouver,"4th & Bayswater, Vancouver, BritishColumbia"
2/28/2008,Creekside,Calgary,Alberta,Calgary,"Creekside, Calgary, Alberta"
2/25/2008,"Cheyenne & Shady Timber, Las Vegas",Las Vegas,Nevada,LasVegas,"Cheyenne & Shady Timber, Las Vegas, Las Vegas, Nevada"
2/25/2008,Regent Mall,Fredericton,NewBrunswick,,"Regent Mall, Fredericton, NewBrunswick"
2/23/2008,Kendall Dr & SW 137th Ave,Kendall,Florida,Miami,"Kendall Dr & SW 137th Ave, Kendall, Florida"
2/23/2008,Main Street & 12th Avenue,Vancouver,BritishColumbia,Vancouver,"Main Street & 12th Avenue, Vancouver, BritishColumbia"
2/23/2008,Bruce B Downs Blvd & SR56,Wesley Chapel,Florida,Tampa,"Bruce B Downs Blvd & SR56, Wesley Chapel, Florida"
2/22/2008,Bell Creek,Mechanicsville,Virginia,Richmond,"Bell Creek, Mechanicsville, Virginia"
2/22/2008,"Avocado & Campo, La Mesa",La Mesa,California,SanDiego,"Avocado & Campo, La Mesa, La Mesa, California"
2/22/2008,Hagerstown Plaza,Hagerstown,Maryland,MarylandRemoteMarkets,"Hagerstown Plaza, Hagerstown, Maryland"
2/22/2008,Halstead & Monroe - Greek Town,Chicago,Illinois,Chicagoland,"Halstead & Monroe - Greek Town, Chicago, Illinois"
2/22/2008,88th & Broadway,New York,NewYork,NewYorkCity,"88th & Broadway, New York, NewYork"
2/22/2008,Colerain & I-275,Cincinnati,Ohio,Cincinnati,"Colerain & I-275, Cincinnati, Ohio"
2/22/2008,Eastchester Rd & Waters Pl,Bronx,NewYork,NewYorkCity,"Eastchester Rd & Waters Pl, Bronx, NewYork"
2/22/2008,78-25 37th Avenue,Jackson Heights,NewYork,NewYorkCity,"78-25 37th Avenue, Jackson Heights, NewYork"
2/22/2008,Waukegan Rd & Everett - Lake Forest,Lake Forest,Illinois,Chicagoland,"Waukegan Rd & Everett - Lake Forest, Lake Forest, Illinois"
2/21/2008,Range Rd & Rushing Rd,Denham Springs,Louisiana,BatonRouge,"Range Rd & Rushing Rd, Denham Springs, Louisiana"
2/20/2008,The Monarch,Alexandria,Virginia,NorthernVirginia,"The Monarch, Alexandria, Virginia"
2/17/2008,Ulmerton & 40th,Clearwater,Florida,StPetersburg,"Ulmerton & 40th, Clearwater, Florida"
2/15/2008,East Ave S & 47th St East,Palmdale,California,LosAngeles,"East Ave S & 47th St East, Palmdale, California"
2/15/2008,8th & Rosedale,Ft Worth,Texas,DallasFortWorth,"8th & Rosedale, Ft Worth, Texas"
2/15/2008,I 40 & Grand,Amarillo,Texas,RemoteMarkets,"I 40 & Grand, Amarillo, Texas"
2/15/2008,Sunbury D/T,Sunbury,Ohio,OhioRemoteMarkets,"Sunbury D/T, Sunbury, Ohio"
2/15/2008,Presidio & Letterman,San Francisco,California,SanFrancisco,"Presidio & Letterman, San Francisco, California"
2/15/2008,Pier Park & Hilton,Panama City Beach,Florida,Panhandle,"Pier Park & Hilton, Panama City Beach, Florida"
2/14/2008,I-35 & Loop 4,Buda,Texas,Austin,"I-35 & Loop 4, Buda, Texas"
2/14/2008,Gay Street & High Street,West Chester,Pennsylvania,Philadelphia,"Gay Street & High Street, West Chester, Pennsylvania"
2/14/2008,Chisholm Crossing - Fernley,Fernley,Nevada,NevadaRemoteMarkets,"Chisholm Crossing - Fernley, Fernley, Nevada"
2/14/2008,Hwy 190 & FM 2410,Harker Heights,Texas,RemoteMarkets,"Hwy 190 & FM 2410, Harker Heights, Texas"
2/14/2008,"Westgate Mall, Route 113",Fariview,Ohio,Cleveland,"Westgate Mall, Route 113, Fariview, Ohio"
2/8/2008,Charleston-Lincoln & E St,Charleston,Illinois,IllinoisRemoteMarkets,"Charleston-Lincoln & E St, Charleston, Illinois"
2/8/2008,"7th Standard & Hwy 65, Bakersfield",Bakersfield,California,CentralValley,"7th Standard & Hwy 65, Bakersfield, Bakersfield, California"
2/8/2008,I 65 & SR 39,Lebanon,Indiana,IndianaRemoteMarkets,"I 65 & SR 39, Lebanon, Indiana"
2/8/2008,Battlegrnd Ave & Horse Pen Crk Rd,Greensboro,NorthCarolina,Greensboro,"Battlegrnd Ave & Horse Pen Crk Rd, Greensboro, NorthCarolina"
2/8/2008,80th & University,Lubbock,Texas,RemoteMarkets,"80th & University, Lubbock, Texas"
2/8/2008,Harbor Station,Oak Harbor,Washington,Bellingham,"Harbor Station, Oak Harbor, Washington"
2/8/2008,Sam Furr Rd & Hwy 115,Huntersville,NorthCarolina,Charlotte,"Sam Furr Rd & Hwy 115, Huntersville, NorthCarolina"
2/7/2008,Windsor Town Green,Windsor,California,SonomaCounty,"Windsor Town Green, Windsor, California"
2/2/2008,Epps Bridge Rd @ Hwy 316,Athens,Georgia,GeorgiaRemoteMarkets,"Epps Bridge Rd @ Hwy 316, Athens, Georgia"
